head,id,family,order,variant,j,site,self_event,argmax,argmax_anchor,attended_name,attended_role,attended_fact_query,attended_is_answer,dominance,qk_pass,attended_roles,contrast_first_all,others_first_all,collisions_first_all,contrast_first_same_role,others_first_same_role,collisions_first_same_role,contrast_last_all,others_last_all,collisions_last_all,contrast_last_same_role,others_last_same_role,collisions_last_same_role
L0H1,032/direct/base/0/order1/query_change,32,1,query_change,236,earlier,False,235,middle,Wantra,target,False,False,4.4438276290893555,False,target,,0,0,,0,0,,0,0,,0,0
L0H1,032/direct/base/0/order1/query_change,32,1,query_change,237,earlier,False,236,last,Wantra,target,False,False,1.1665213108062744,False,target,,0,0,,0,0,,0,0,,0,0
L0H1,032/direct/base/0/order1/query_change,32,1,query_change,243,earlier,False,242,middle,Dilmia,source,False,False,2.048908233642578,False,source,0.086456298828125,1,0,,0,0,-0.01700592041015625,1,0,,0,0
L0H1,032/direct/base/0/order1/query_change,32,1,query_change,247,earlier,False,246,middle,Susmna,target,True,True,5.854421138763428,False,target,0.0559539794921875,2,0,0.13629150390625,1,0,0.116729736328125,2,0,0.1490478515625,1,0
L0H1,032/direct/base/0/order1/query_change,32,1,query_change,248,earlier,False,247,last,Susmna,target,True,True,1.111751675605774,False,target,-0.010323047637939453,2,0,0.008818626403808594,1,0,0.028060436248779297,2,0,0.05251502990722656,1,0
L0H1,032/direct/base/0/order1/query_change,32,1,query_change,253,earlier,False,252,first,Wantra,source,True,False,4.401359558105469,True,source;target,0.16668701171875,2,0,0.16168212890625,1,0,0.010623931884765625,2,0,0.068817138671875,1,0
L0H1,032/direct/base/0/order1/query_change,32,1,query_change,257,earlier,False,256,middle,Kerla,target,False,False,6.650840759277344,False,target,-0.040829340616861984,3,0,-0.03065013885498047,2,0,-0.08900960286458333,3,0,-0.08440399169921875,2,0
L0H1,032/direct/base/0/order1/query_change,32,1,query_change,258,earlier,False,257,last,Kerla,target,False,False,1.0477241277694702,False,target,-0.031787872314453125,3,0,-0.020566940307617188,2,0,-0.00183868408203125,3,0,0.010913848876953125,2,0
L0H1,032/direct/base/0/order1/query_change,32,1,query_change,265,earlier,False,264,middle,Zolnna,source,False,False,1.920155644416809,False,source,-0.030400753021240234,4,0,-0.03029918670654297,2,0,0.08661905924479167,3,1,0.0554656982421875,2,0
L0H1,032/direct/base/0/order1/query_change,32,1,query_change,269,earlier,False,268,middle,Fasmra,target,False,False,7.014184951782227,False,target,0.042474365234375,5,0,0.035125732421875,3,0,-0.0035614013671875014,5,0,0.016138712565104164,3,0
L0H1,032/direct/base/0/order1/query_change,32,1,query_change,270,earlier,False,269,last,Fasmra,target,False,False,1.147358775138855,False,target,0.009064149856567384,5,0,0.021452665328979492,3,0,0.011220550537109375,5,0,0.023365020751953125,3,0
L0H1,032/direct/base/0/order1/query_change,32,1,query_change,275,earlier,False,274,first,Kerla,source,False,False,3.947951078414917,True,source;target,-0.04668502807617188,5,0,-0.08147557576497395,3,0,-0.03499298095703125,5,0,-0.059354146321614586,3,0
L2H21,032/direct/base/0/order1/query_change,32,1,query_change,243,earlier,False,242,middle,Dilmia,source,False,False,134.20779418945312,True,source,-0.03189849853515625,1,0,,0,0,-0.131561279296875,1,0,,0,0
L2H21,032/direct/base/0/order1/query_change,32,1,query_change,247,earlier,False,246,middle,Susmna,target,True,True,2.840268611907959,False,target,-0.011757850646972656,2,0,-0.006195068359375,1,0,0.021299362182617188,2,0,0.026212692260742188,1,0
L2H21,032/direct/base/0/order1/query_change,32,1,query_change,254,earlier,False,247,last,Susmna,target,True,True,1.081386923789978,False,target,-0.002137303352355957,2,0,-0.0033609867095947266,1,0,0.01700592041015625,2,0,0.015720367431640625,1,0
L2H21,032/direct/base/0/order1/query_change,32,1,query_change,255,earlier,False,247,last,Susmna,target,True,True,2.21899151802063,False,target,-0.004996538162231445,2,0,-0.007383823394775391,1,0,0.030963897705078125,2,0,0.02950286865234375,1,0
L2H21,032/direct/base/0/order1/query_change,32,1,query_change,256,earlier,False,247,last,Susmna,target,True,True,1.182342529296875,False,target,-0.0036317110061645508,2,0,-0.0053446292877197266,1,0,0.027858734130859375,2,0,0.02664947509765625,1,0
L2H21,032/direct/base/0/order1/query_change,32,1,query_change,257,earlier,False,256,middle,Kerla,target,False,False,7.878209590911865,False,target,0.019479115804036457,3,0,0.017276763916015625,2,0,0.004669189453125,3,0,0.0006504058837890625,2,0
L2H21,032/direct/base/0/order1/query_change,32,1,query_change,262,earlier,False,247,last,Susmna,target,True,True,1.2674305438995361,False,target,-0.005036036173502604,3,0,-0.006768941879272461,2,0,0.02221504847208659,3,0,0.021086931228637695,2,0
L2H21,032/direct/base/0/order1/query_change,32,1,query_change,265,earlier,False,262,first,Zolnna,source,False,False,13.750123023986816,True,source,0.025799274444580078,4,0,0.01637744903564453,2,0,0.002367337544759115,3,1,-0.0023174285888671875,2,0
L2H21,032/direct/base/0/order1/query_change,32,1,query_change,269,earlier,False,268,middle,Fasmra,target,False,False,25.177932739257812,False,target,-0.01686992645263672,5,0,-0.006659507751464844,3,0,0.007174682617187497,5,0,0.0015716552734375,3,0
L2H21,032/direct/base/0/order1/query_change,32,1,query_change,275,earlier,False,274,first,Kerla,source,False,False,1.0466822385787964,False,source;target,0.0004717826843261717,5,0,-0.0005049705505371094,3,0,-0.0009330749511718747,5,0,0.0010296503702799482,3,0
L4H0,032/direct/base/0/order1/query_change,32,1,query_change,269,earlier,True,269,last,Fasmra,target,False,False,1.0676965713500977,False,target,-0.004017257690429687,5,0,-0.006148656209309896,3,0,-0.024130630493164062,5,0,-0.015813827514648438,3,0
L6H12,032/direct/base/0/order1/query_change,32,1,query_change,253,earlier,False,252,first,Wantra,source,True,False,1.9561346769332886,False,source;target,-0.010946273803710938,2,0,-0.015636444091796875,1,0,-0.07485198974609375,2,0,-0.0765533447265625,1,0
L6H12,032/direct/base/0/order1/query_change,32,1,query_change,257,earlier,False,255,first,Kerla,target,False,False,1.438626766204834,False,target,-0.025568008422851562,3,0,-0.017328262329101562,2,0,0.018297195434570312,3,0,0.020410537719726562,2,0
L6H12,032/direct/base/0/order1/query_change,32,1,query_change,275,earlier,False,274,first,Kerla,source,False,False,2.3898544311523438,True,source;target,-0.009173583984375,5,0,-0.008305867513020832,3,0,0.007516479492187499,5,0,0.011301676432291664,3,0
L7H18,032/direct/base/0/order1/query_change,32,1,query_change,252,earlier,False,235,middle,Wantra,target,False,False,3.4958877563476562,False,target,-0.01567554473876953,2,0,-0.04655933380126953,1,0,0.039811134338378906,2,0,0.025925636291503906,1,0
L7H18,032/direct/base/0/order1/query_change,32,1,query_change,253,earlier,False,236,last,Wantra,target,False,False,2.306089162826538,False,source;target,-0.01691436767578125,2,0,-0.04628753662109375,1,0,0.031133651733398438,2,0,0.05017852783203125,1,0
L7H18,032/direct/base/0/order1/query_change,32,1,query_change,269,earlier,False,247,last,Susmna,target,True,True,1.7687288522720337,False,target,-0.001705026626586914,5,0,-0.001947482426961263,3,0,-0.025089263916015625,4,1,-0.019961039225260418,3,0
L7H18,032/direct/base/0/order1/query_change,32,1,query_change,274,earlier,False,256,middle,Kerla,target,False,False,9.434528350830078,False,target,-0.07415695190429687,5,0,-0.07286961873372395,3,0,-0.0087432861328125,5,0,-0.028925577799479168,3,0
L7H18,032/direct/base/0/order1/query_change,32,1,query_change,275,earlier,False,257,last,Kerla,target,False,False,32.213600158691406,False,source;target,-0.037654876708984375,5,0,-0.030080159505208336,3,0,-0.02595939636230469,5,0,-0.03212674458821614,3,0
L7H18,032/direct/base/0/order1/query_change,32,1,query_change,284,earlier,False,252,first,Wantra,source,True,False,7.05155086517334,True,source;target,0.0189300537109375,5,0,0.02155303955078125,3,0,-0.0657806396484375,5,0,-0.07028452555338542,3,0
L8H15,032/direct/base/0/order1/query_change,32,1,query_change,236,earlier,False,235,middle,Wantra,target,False,False,1.1058727502822876,False,target,,0,0,,0,0,,0,0,,0,0
L8H15,032/direct/base/0/order1/query_change,32,1,query_change,237,earlier,False,236,last,Wantra,target,False,False,3.2512528896331787,False,target,,0,0,,0,0,,0,0,,0,0
L8H15,032/direct/base/0/order1/query_change,32,1,query_change,243,earlier,False,242,middle,Dilmia,source,False,False,1.7341381311416626,False,source,0.0332794189453125,1,0,,0,0,0.0761871337890625,1,0,,0,0
L8H15,032/direct/base/0/order1/query_change,32,1,query_change,244,earlier,False,243,last,Dilmia,source,False,False,2.7275869846343994,True,source,0.0257720947265625,1,0,,0,0,0.115753173828125,1,0,,0,0
L8H15,032/direct/base/0/order1/query_change,32,1,query_change,247,earlier,False,246,middle,Susmna,target,True,True,1.2482964992523193,False,target,-0.006011962890625,2,0,-0.005035400390625,1,0,0.035968780517578125,2,0,0.049961090087890625,1,0
L8H15,032/direct/base/0/order1/query_change,32,1,query_change,248,earlier,False,247,last,Susmna,target,True,True,2.914527654647827,False,target,-0.018790721893310547,2,0,-0.011932373046875,1,0,0.0848541259765625,2,0,0.10198974609375,1,0
L8H15,032/direct/base/0/order1/query_change,32,1,query_change,257,earlier,False,256,middle,Kerla,target,False,False,1.2109054327011108,False,target,-0.025970458984375,3,0,-0.023715972900390625,2,0,-0.009549458821614582,3,0,-0.00119781494140625,2,0
L8H15,032/direct/base/0/order1/query_change,32,1,query_change,258,earlier,False,257,last,Kerla,target,False,False,2.2294020652770996,False,target,-0.024717966715494793,3,0,-0.011920928955078125,2,0,-0.06468613942464192,3,0,-0.03700113296508789,2,0
L8H15,032/direct/base/0/order1/query_change,32,1,query_change,262,earlier,False,257,last,Kerla,target,False,False,1.3126031160354614,False,target,-0.020693461100260414,3,0,-0.01068878173828125,2,0,-0.02533721923828125,3,0,-0.01183319091796875,2,0
L8H15,032/direct/base/0/order1/query_change,32,1,query_change,265,earlier,False,264,middle,Zolnna,source,False,False,1.7576720714569092,False,source,0.07219886779785156,4,0,0.058765411376953125,2,0,0.02210362752278646,3,1,0.030780792236328125,2,0
L8H15,032/direct/base/0/order1/query_change,32,1,query_change,266,earlier,False,265,last,Zolnna,source,False,False,2.7563509941101074,True,source,0.03074514865875244,4,0,0.015485048294067383,2,0,0.03802967071533203,3,1,0.0421595573425293,2,0
L8H15,032/direct/base/0/order1/query_change,32,1,query_change,269,earlier,False,268,middle,Fasmra,target,False,False,2.307333469390869,False,target,0.009814834594726563,5,0,0.025604883829752605,3,0,0.005633544921875001,5,0,0.018025716145833332,3,0
L8H15,032/direct/base/0/order1/query_change,32,1,query_change,270,earlier,False,269,last,Fasmra,target,False,False,1.9813857078552246,False,target,0.013319015502929688,5,0,0.020601272583007812,3,0,-0.02988739013671875,5,0,-0.008359273274739582,3,0
L8H15,032/direct/base/0/order1/query_change,32,1,query_change,275,earlier,False,274,first,Kerla,source,False,False,1.5545352697372437,False,source;target,0.04881134033203125,5,0,0.03582763671875,3,0,-0.03747482299804687,5,0,-0.03832372029622396,3,0
L8H15,032/direct/base/0/order1/query_change,32,1,query_change,276,earlier,False,275,last,Kerla,source,False,False,1.1500147581100464,False,source;target,0.03094940185546875,5,0,0.022814432779947914,3,0,-0.037908935546875,5,0,-0.03399658203125,3,0
L9H16,032/direct/base/0/order1/query_change,32,1,query_change,252,earlier,False,235,middle,Wantra,target,False,False,9.341791152954102,False,target,-0.063720703125,2,0,-0.097076416015625,1,0,0.036899566650390625,2,0,0.05829620361328125,1,0
L9H16,032/direct/base/0/order1/query_change,32,1,query_change,274,earlier,False,256,middle,Kerla,target,False,False,14.650618553161621,False,target,0.0016181945800781278,5,0,0.017457326253255207,3,0,0.0006095886230468722,5,0,-0.024611790974934898,3,0
L9H16,032/direct/base/0/order1/query_change,32,1,query_change,275,earlier,False,257,last,Kerla,target,False,False,1.3806158304214478,False,source;target,0.014183425903320314,5,0,0.029417037963867188,3,0,-0.029010009765624997,5,0,-0.06139628092447917,3,0
L9H16,032/direct/base/0/order1/query_change,32,1,query_change,284,earlier,False,235,middle,Wantra,target,False,False,2.7370998859405518,False,source;target,-0.024240112304687506,5,0,-0.0208892822265625,3,0,0.020899200439453126,5,0,0.018097559611002602,3,0
L9H16,032/direct/base/0/order1/query_change,32,1,query_change,285,earlier,False,253,last,Wantra,source,True,False,1.0734790563583374,False,source;target,0.04349212646484375,5,0,0.036839803059895836,3,0,-0.004641723632812497,5,0,0.007013956705729168,3,0
L11H3,032/direct/base/0/order1/query_change,32,1,query_change,244,earlier,False,241,first,Dilmia,source,False,False,1.474216103553772,False,source,-0.044315338134765625,1,0,,0,0,0.000335693359375,1,0,,0,0
L11H3,032/direct/base/0/order1/query_change,32,1,query_change,248,earlier,False,245,first,Susmna,target,True,True,2.1327667236328125,False,target,0.00502777099609375,2,0,-0.006134033203125,1,0,0.02954864501953125,2,0,0.00527191162109375,1,0
L11H3,032/direct/base/0/order1/query_change,32,1,query_change,257,earlier,False,256,middle,Kerla,target,False,False,1.2290676832199097,False,target,-0.00837389628092448,3,0,-0.014807701110839844,2,0,0.025021870930989582,3,0,0.015209197998046875,2,0
L11H3,032/direct/base/0/order1/query_change,32,1,query_change,258,earlier,False,256,middle,Kerla,target,False,False,2.6807262897491455,False,target,-0.010370572408040363,3,0,-0.013732433319091797,2,0,0.037412007649739586,3,0,0.031749725341796875,2,0
L11H3,032/direct/base/0/order1/query_change,32,1,query_change,266,earlier,False,262,first,Zolnna,source,False,False,1.5059620141983032,False,source,0.005066871643066406,4,0,0.016550064086914062,2,0,-0.0018679300944010417,3,1,0.0070095062255859375,2,0
L11H3,032/direct/base/0/order1/query_change,32,1,query_change,270,earlier,False,268,middle,Fasmra,target,False,False,1.380723237991333,False,target,0.0073299407958984375,5,0,0.0026035308837890625,3,0,-0.049090576171875,5,0,-0.05553690592447917,3,0
L11H3,032/direct/base/0/order1/query_change,32,1,query_change,276,earlier,False,269,last,Fasmra,target,False,False,1.4785865545272827,False,target,0.007338619232177733,5,0,-0.000403245290120445,3,0,-0.05535125732421875,5,0,-0.0677642822265625,3,0
L11H15,032/direct/base/0/order1/query_change,32,1,query_change,243,earlier,True,243,last,Dilmia,source,False,False,1.637811541557312,False,source,-0.03066253662109375,1,0,,0,0,0.0740203857421875,1,0,,0,0
L11H15,032/direct/base/0/order1/query_change,32,1,query_change,253,earlier,True,253,last,Wantra,source,True,False,15.611143112182617,True,source;target,0.056235313415527344,2,0,0.03257560729980469,1,0,-0.0445098876953125,2,0,-0.0489044189453125,1,0
L11H15,032/direct/base/0/order1/query_change,32,1,query_change,269,earlier,True,269,last,Fasmra,target,False,False,2.022660732269287,False,target,0.01317291259765625,5,0,6.357828776041696e-05,3,0,-0.01325836181640625,5,0,-0.00197601318359375,3,0
L11H15,032/direct/base/0/order1/query_change,32,1,query_change,275,earlier,True,275,last,Kerla,source,False,False,7.136993885040283,True,source;target,0.0439422607421875,5,0,0.01874542236328125,3,0,-0.008435058593750003,5,0,-0.013712565104166664,3,0
L12H2,032/direct/base/0/order1/query_change,32,1,query_change,248,earlier,False,234,first,Wantra,target,False,False,1.041786789894104,False,target,-0.03345489501953125,2,0,-0.03458404541015625,1,0,-0.06311798095703125,2,0,-0.081207275390625,1,0
L12H2,032/direct/base/0/order1/query_change,32,1,query_change,252,earlier,False,245,first,Susmna,target,True,True,1.606154203414917,False,target,-0.0070343017578125,2,0,0.0115966796875,1,0,-0.005645751953125,2,0,0.018798828125,1,0
L13H1,032/direct/base/0/order1/query_change,32,1,query_change,271,earlier,False,263,middle,Zolnna,source,False,False,1.8869414329528809,False,source,0.01876220703125,5,0,0.012386322021484375,2,0,0.00127410888671875,4,1,0.00536346435546875,2,0
L14H26,032/direct/base/0/order1/query_change,32,1,query_change,248,earlier,False,245,first,Susmna,target,True,True,1.6895524263381958,False,target,-0.010519027709960938,2,0,-0.0044403076171875,1,0,-0.006522178649902344,2,0,0.0031480789184570312,1,0
L14H26,032/direct/base/0/order1/query_change,32,1,query_change,251,earlier,False,245,first,Susmna,target,True,True,1.017273187637329,False,target,-0.018603771924972534,2,0,-0.009253442287445068,1,0,-0.023128509521484375,2,0,-0.0230865478515625,1,0
L14H26,032/direct/base/0/order1/query_change,32,1,query_change,253,earlier,True,253,last,Wantra,source,True,False,1.7001361846923828,False,source;target,0.029758453369140625,2,0,0.02056884765625,1,0,0.0299530029296875,2,0,0.02973175048828125,1,0
L14H26,032/direct/base/0/order1/query_change,32,1,query_change,262,earlier,False,257,last,Kerla,target,False,False,1.1334458589553833,False,target,-0.01902008056640625,3,0,-0.019514083862304688,2,0,0.0013777414957682303,3,0,0.009860992431640625,2,0
L14H26,032/direct/base/0/order1/query_change,32,1,query_change,265,earlier,False,263,middle,Zolnna,source,False,False,1.1836206912994385,False,source,-0.006844520568847656,4,0,-0.016805648803710938,2,0,-0.008858998616536459,3,1,-0.0048980712890625,2,0
L14H26,032/direct/base/0/order1/query_change,32,1,query_change,275,earlier,False,274,first,Kerla,source,False,False,1.5594110488891602,False,source;target,0.016504669189453126,5,0,0.004578908284505207,3,0,-0.0457763671875,5,0,-0.049708048502604164,3,0
L15H3,032/direct/base/0/order1/query_change,32,1,query_change,252,earlier,False,236,last,Wantra,target,False,False,1.0067282915115356,False,target,0.05145835876464844,2,0,0.08818244934082031,1,0,0.0263671875,2,0,0.0200653076171875,1,0
L15H3,032/direct/base/0/order1/query_change,32,1,query_change,265,earlier,True,265,last,Zolnna,source,False,False,1.024610996246338,False,source,0.0017566680908203125,4,0,-0.033130645751953125,2,0,-0.022410074869791668,3,1,-0.0353851318359375,2,0
L15H3,032/direct/base/0/order1/query_change,32,1,query_change,274,earlier,False,257,last,Kerla,target,False,False,1.3364784717559814,False,target,-0.04501419067382813,5,0,-0.034687042236328125,3,0,-0.013281250000000001,5,0,-0.014963785807291664,3,0
L15H3,032/direct/base/0/order1/query_change,32,1,query_change,284,earlier,False,236,last,Wantra,target,False,False,1.603926181793213,False,source;target,0.0162750244140625,5,0,0.021481831868489582,3,0,0.017840576171874997,5,0,0.02215576171875,3,0
L15H3,032/direct/base/0/order1/query_change,32,1,query_change,285,earlier,False,253,last,Wantra,source,True,False,1.0455676317214966,False,source;target,0.04512214660644531,5,0,0.0391394297281901,3,0,0.0120361328125,5,0,0.0023193359375,3,0
L15H3,032/direct/base/0/order1/query_change,32,1,query_change,288,final,False,253,last,Wantra,source,True,False,1.0335391759872437,False,source;target,0.0344576358795166,5,0,0.03699247042338053,3,0,0.009546661376953126,5,0,0.000774383544921875,3,0
L16H1,032/direct/base/0/order1/query_change,32,1,query_change,274,earlier,False,257,last,Kerla,target,False,False,1.0717461109161377,False,target,-0.008499526977539062,5,0,-0.027791976928710938,3,0,-0.0559906005859375,5,0,-0.053052266438802086,3,0
L16H1,032/direct/base/0/order1/query_change,32,1,query_change,288,final,False,253,last,Wantra,source,True,False,2.4443581104278564,True,source;target,-0.03447036743164063,5,0,-0.01998265584309896,3,0,-0.03544921875,5,0,-0.016103108723958336,3,0
L16H16,032/direct/base/0/order1/query_change,32,1,query_change,258,earlier,False,257,last,Kerla,target,False,False,1.2884498834609985,False,target,-0.009527842203776043,3,0,-0.015611648559570312,2,0,0.006378173828125,3,0,-0.01175689697265625,2,0
L16H16,032/direct/base/0/order1/query_change,32,1,query_change,266,earlier,False,257,last,Kerla,target,False,False,1.3050341606140137,False,target,-0.009699106216430664,4,0,-0.017490863800048828,2,0,-0.00460052490234375,4,0,-0.02448272705078125,2,0
L16H16,032/direct/base/0/order1/query_change,32,1,query_change,281,earlier,False,265,last,Zolnna,source,False,False,1.6174637079238892,False,source,0.006770324707031247,5,0,0.006711324055989582,3,0,-0.014041900634765625,4,1,-0.0144500732421875,3,0
L16H16,032/direct/base/0/order1/query_change,32,1,query_change,282,earlier,False,265,last,Zolnna,source,False,False,1.176112174987793,False,source,0.01345062255859375,5,0,0.01227569580078125,3,0,-0.005182743072509766,4,1,-0.0043087005615234375,3,0
L16H31,032/direct/base/0/order1/query_change,32,1,query_change,288,final,False,253,last,Wantra,source,True,False,1.8369728326797485,False,source;target,0.016754150390625,5,0,0.025319417317708336,3,0,0.024609375,5,0,0.029744466145833332,3,0
L17H5,032/direct/base/0/order1/query_change,32,1,query_change,244,earlier,False,235,middle,Wantra,target,False,False,2.632385015487671,False,target,-0.08074951171875,1,0,,0,0,-0.09754180908203125,1,0,,0,0
L17H5,032/direct/base/0/order1/query_change,32,1,query_change,251,earlier,False,241,first,Dilmia,source,False,False,2.108935832977295,False,source,-0.034030914306640625,2,0,,0,0,0.068572998046875,2,0,,0,0
L17H5,032/direct/base/0/order1/query_change,32,1,query_change,254,earlier,False,246,middle,Susmna,target,True,True,1.0060358047485352,False,target,-0.028300762176513672,2,0,-0.017539024353027344,1,0,-0.13214874267578125,2,0,-0.0882110595703125,1,0
L17H5,032/direct/base/0/order1/query_change,32,1,query_change,260,earlier,False,253,last,Wantra,source,True,False,1.0236737728118896,False,source;target,0.0037403106689453125,3,0,-0.0037994384765625,1,0,0.028010050455729164,3,0,0.01129150390625,1,0
L17H5,032/direct/base/0/order1/query_change,32,1,query_change,261,earlier,False,252,first,Wantra,source,True,False,1.0807113647460938,False,source;target,-0.013641357421875,3,0,-0.006744384765625,1,0,-0.017267862955729164,3,0,-0.0796051025390625,1,0
L17H5,032/direct/base/0/order1/query_change,32,1,query_change,266,earlier,False,256,middle,Kerla,target,False,False,1.0706239938735962,False,target,-0.021327972412109375,4,0,0.01096343994140625,2,0,0.0037994384765625,4,0,0.0259857177734375,2,0
L17H5,032/direct/base/0/order1/query_change,32,1,query_change,273,earlier,False,262,first,Zolnna,source,False,False,5.242266654968262,True,source,-0.014683532714843753,5,0,-0.019489288330078125,2,0,-0.1126861572265625,4,1,-0.108489990234375,2,0
L18H19,032/direct/base/0/order1/query_change,32,1,query_change,252,earlier,False,236,last,Wantra,target,False,False,1.1069973707199097,False,target,0.587127685546875,2,0,0.52862548828125,1,0,0.08979034423828125,2,0,0.0418243408203125,1,0
L18H19,032/direct/base/0/order1/query_change,32,1,query_change,283,earlier,False,243,last,Dilmia,source,False,False,1.0112913846969604,False,source,0.02332000732421875,5,0,0.026807149251302082,3,0,-0.0316131591796875,5,0,-0.024169921875,3,0
L19H16,032/direct/base/0/order1/query_change,32,1,query_change,246,earlier,False,243,last,Dilmia,source,False,False,2.1288204193115234,False,source,-0.12100791931152344,1,0,,0,0,0.05291748046875,1,0,,0,0
L19H16,032/direct/base/0/order1/query_change,32,1,query_change,250,earlier,False,236,last,Wantra,target,False,False,1.173905849456787,False,target,0.01967620849609375,2,0,0.0339202880859375,1,0,-0.03987312316894531,2,0,-0.064666748046875,1,0
L19H16,032/direct/base/0/order1/query_change,32,1,query_change,251,earlier,False,235,middle,Wantra,target,False,False,2.3304874897003174,False,target,-0.0830078125,2,0,-0.0440673828125,1,0,0.020294189453125,2,0,-0.03192138671875,1,0
L19H16,032/direct/base/0/order1/query_change,32,1,query_change,252,earlier,False,236,last,Wantra,target,False,False,9.254854202270508,False,target,-0.023136138916015625,2,0,-6.103515625e-05,1,0,-0.1428070068359375,2,0,-0.21405029296875,1,0
L19H16,032/direct/base/0/order1/query_change,32,1,query_change,260,earlier,False,247,last,Susmna,target,True,True,1.0101869106292725,False,target,-0.1002794901529948,3,0,-0.11855888366699219,2,0,0.060398101806640625,3,0,0.06300163269042969,2,0
L19H16,032/direct/base/0/order1/query_change,32,1,query_change,261,earlier,False,245,first,Susmna,target,True,True,2.1976871490478516,False,target,-0.11924552917480469,3,0,-0.14465808868408203,2,0,0.0442657470703125,3,0,0.02032470703125,2,0
L19H16,032/direct/base/0/order1/query_change,32,1,query_change,264,earlier,False,257,last,Kerla,target,False,False,1.2640255689620972,False,target,0.12862650553385419,3,0,0.10204315185546875,2,0,-0.02214558919270833,3,0,-0.031402587890625,2,0
L19H16,032/direct/base/0/order1/query_change,32,1,query_change,268,earlier,False,247,last,Susmna,target,True,True,1.905568242073059,False,target,-0.11510467529296875,4,0,-0.1674041748046875,2,0,0.102447509765625,3,1,0.1085052490234375,2,0
L19H16,032/direct/base/0/order1/query_change,32,1,query_change,272,earlier,False,257,last,Kerla,target,False,False,1.4207457304000854,False,target,0.022214698791503906,5,0,0.014721234639485678,3,0,-0.036273193359375,5,0,-0.023976643880208336,3,0
L19H16,032/direct/base/0/order1/query_change,32,1,query_change,273,earlier,False,256,middle,Kerla,target,False,False,4.131503582000732,False,target,-0.009290313720703124,5,0,-0.014826456705729164,3,0,-0.018215942382812503,5,0,-0.02008565266927083,3,0
L19H16,032/direct/base/0/order1/query_change,32,1,query_change,274,earlier,False,257,last,Kerla,target,False,False,12.043492317199707,False,target,-0.00469207763671875,5,0,0.0030339558919270856,3,0,-0.019323730468749994,5,0,-0.010508219401041671,3,0
L19H16,032/direct/base/0/order1/query_change,32,1,query_change,283,earlier,False,262,first,Zolnna,source,False,False,1.7075603008270264,False,source,-0.14101638793945312,5,0,-0.13672383626302084,3,0,0.06395149230957031,4,1,0.04427083333333333,3,0
L19H16,032/direct/base/0/order1/query_change,32,1,query_change,284,earlier,False,236,last,Wantra,target,False,False,2.2260899543762207,False,source;target,0.0038036346435546876,5,0,-0.009660720825195312,3,0,-0.0901458740234375,5,0,-0.0839996337890625,3,0
L19H16,032/direct/base/0/order1/query_change,32,1,query_change,288,final,False,245,first,Susmna,target,True,True,1.2735130786895752,False,target,-0.25463333129882815,5,0,-0.25595728556315106,3,0,0.06831097602844238,4,1,0.06313069661458333,3,0
L20H1,032/direct/base/0/order1/query_change,32,1,query_change,240,earlier,False,235,middle,Wantra,target,False,False,1.6602457761764526,False,target,,0,0,,0,0,,0,0,,0,0
L20H1,032/direct/base/0/order1/query_change,32,1,query_change,261,earlier,False,252,first,Wantra,source,True,False,2.3045811653137207,True,source;target,-0.14558919270833331,3,0,-0.20526123046875,1,0,0.09942626953125,3,0,0.11749267578125,1,0
L21H6,032/direct/base/0/order1/query_change,32,1,query_change,252,earlier,False,236,last,Wantra,target,False,False,9.122505187988281,False,target,0.19989013671875,2,0,0.3436279296875,1,0,0.968017578125,2,0,0.8896484375,1,0
L21H6,032/direct/base/0/order1/query_change,32,1,query_change,274,earlier,False,257,last,Kerla,target,False,False,3.4875681400299072,False,target,0.049713134765625,5,0,0.12559000651041666,3,0,0.626806640625,5,0,0.6397298177083333,3,0
L21H6,032/direct/base/0/order1/query_change,32,1,query_change,284,earlier,False,253,last,Wantra,source,True,False,7.270116806030273,True,source;target,0.363873291015625,5,0,0.2960713704427083,3,0,0.28212890625,5,0,0.42919921875,3,0
L21H25,032/direct/base/0/order1/query_change,32,1,query_change,251,earlier,False,241,first,Dilmia,source,False,False,1.1470333337783813,False,source,0.1824951171875,2,0,,0,0,-0.06926250457763672,2,0,,0,0
L21H25,032/direct/base/0/order1/query_change,32,1,query_change,268,earlier,False,247,last,Susmna,target,True,True,1.965660810470581,False,target,0.04244709014892578,4,0,0.09161376953125,2,0,0.34749348958333337,3,1,0.3896484375,2,0
L21H25,032/direct/base/0/order1/query_change,32,1,query_change,274,earlier,False,257,last,Kerla,target,False,False,9.070662498474121,False,target,-0.008563232421875011,5,0,0.018707275390625,3,0,0.44735107421875,5,0,0.42620849609375,3,0
L21H25,032/direct/base/0/order1/query_change,32,1,query_change,283,earlier,False,262,first,Zolnna,source,False,False,1.1896042823791504,False,source,0.18753738403320314,5,0,0.13161341349283856,3,0,0.017192840576171875,4,1,0.028376261393229168,3,0
L23H15,032/direct/base/0/order1/query_change,32,1,query_change,240,earlier,False,235,middle,Wantra,target,False,False,1.706385850906372,False,target,,0,0,,0,0,,0,0,,0,0
L23H15,032/direct/base/0/order1/query_change,32,1,query_change,248,earlier,False,235,middle,Wantra,target,False,False,1.797100305557251,False,target,0.03582763671875,2,0,0.10919189453125,1,0,-0.12680816650390625,2,0,-0.1494903564453125,1,0
